accuracy,amenities,bed_type,cancel_policy,instant_book,person_capacity,price,rating_checkin,rating_cleanliness,rating_communication,response_rate,response_time,rev_count,room_type,satisfaction_guest,url
9,"[1, 33, 3, 35, 4, 36, 5, 37, 6, 38, 39, 8, 40, 41, 43, 44, 45, 46, 47, 21, 25, 28, 30, 31]",Real Bed,5,TRUE,7,92,10,10,10,1,264,48,Entire home/apt,92,https://www.airbnb.com/rooms/7758647?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
,"[1, 33, 35, 4, 36, 5, 39, 8, 40, 41, 45, 47, 57, 31]",Real Bed,5,TRUE,8,137,,,,1,330,0,Entire home/apt,,https://www.airbnb.com/rooms/17561063?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 33, 2, 34, 3, 35, 4, 36, 5, 37, 38, 39, 8, 40, 41, 44, 45, 46, 47, 51, 21, 53, 30]",Real Bed,5,FALSE,4,70,10,10,10,0.953000009,12427,9,Entire home/apt,98,https://www.airbnb.com/rooms/17598585?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
,"[32, 1, 33, 34, 35, 4, 36, 5, 39, 8, 40, 41, 42, 44, 45, 47, 21, 30, 31]",Real Bed,4,TRUE,7,110,,,,,,0,Entire home/apt,,https://www.airbnb.com/rooms/19560280?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
9,"[1, 33, 4, 5, 8, 40, 41, 73, 44, 45, 46, 47, 21, 57, 58, 28, 61, 30, 31]",Real Bed,5,TRUE,9,110,9,9,9,1,491.5,3,Entire home/apt,93,https://www.airbnb.com/rooms/18256976?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 2, 3, 4, 5, 8, 21, 25, 28, 30, 31, 33, 34, 35, 36, 39, 40, 41, 43, 44, 45, 46, 47, 51, 55]",Real Bed,5,TRUE,4,150,10,10,10,1,209,94,Entire home/apt,95,https://www.airbnb.com/rooms/4254656?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
9,"[33, 3, 35, 4, 5, 39, 8, 30]",Futon,5,TRUE,1,34,9,8,10,1,10220.5,20,Private room,88,https://www.airbnb.com/rooms/2561869?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
9,"[4, 5, 8, 77, 14, 21, 85, 88, 25, 89, 91, 28, 93, 30, 31, 96, 34, 35, 36, 100, 40, 41, 43, 44, 45, 61]",Real Bed,5,TRUE,4,75,8,9,8,1,150.5,10,Entire home/apt,84,https://www.airbnb.com/rooms/12694730?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
8,"[1, 4, 5, 6, 8, 14, 21, 25, 28, 30, 31, 32, 33, 34, 35, 37, 38, 39, 40, 41, 43, 44, 45, 46, 47]",Real Bed,5,FALSE,5,80,9,9,9,1,2778,29,Entire home/apt,83,https://www.airbnb.com/rooms/1206620?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
9,"[3, 35, 4, 5, 39, 30]",Real Bed,5,FALSE,2,30,9,8,9,1,10220.5,13,Private room,80,https://www.airbnb.com/rooms/2543826?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
9,"[1, 33, 34, 35, 4, 36, 5, 39, 8, 40, 41, 43, 44, 45, 46, 47, 49, 50, 51, 21, 54, 28, 30]",Real Bed,4,FALSE,2,69,10,9,10,1,173,15,Entire home/apt,91,https://www.airbnb.com/rooms/15077202?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 33, 34, 35, 4, 36, 5, 8, 40, 41, 44, 45, 46, 47, 21, 30, 31]",Real Bed,5,FALSE,7,145,10,9,10,1,941,2,Entire home/apt,100,https://www.airbnb.com/rooms/18766129?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
9,"[1, 33, 3, 35, 4, 36, 5, 39, 8, 40, 41, 44, 45, 46, 47, 21, 25, 27, 31]",Real Bed,3,FALSE,2,46,9,9,9,1,1424,2,Shared room,100,https://www.airbnb.com/rooms/18607170?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 33, 34, 3, 35, 4, 36, 5, 8, 40, 41, 43, 44, 45, 46, 47, 49, 50, 51, 52, 21]",Real Bed,4,FALSE,2,110,10,10,10,1,543.5,17,Entire home/apt,98,https://www.airbnb.com/rooms/5643752?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
8,"[32, 33, 34, 35, 4, 5, 37, 39, 8, 14, 21, 25, 30, 31]",Real Bed,5,FALSE,4,70,9,8,8,1,2778,18,Entire home/apt,78,https://www.airbnb.com/rooms/1210349?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 33, 34, 3, 35, 4, 5, 39, 8, 40, 41, 45, 21, 25, 30, 31]",Real Bed,5,FALSE,4,75,10,10,10,1,786,96,Entire home/apt,96,https://www.airbnb.com/rooms/8765161?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
9,"[33, 34, 35, 4, 5, 39, 8, 40, 43, 44, 49, 50, 21, 30]",Real Bed,5,FALSE,1,37,9,8,9,1,1.5,23,Private room,87,https://www.airbnb.com/rooms/3953756?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
,"[128, 1, 67, 4, 5, 8, 73, 12, 21, 85, 86, 89, 91, 93, 30, 31, 96, 98, 35, 36, 37, 38, 39, 40, 104, 41, 42, 44, 45, 46, 110, 47, 111, 112, 113, 115, 116, 117, 118, 56, 57, 121, 122, 127]",Real Bed,5,FALSE,2,50,,,,1,529,0,Private room,,https://www.airbnb.com/rooms/19563641?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[128, 1, 5, 6, 8, 11, 12, 21, 28, 30, 31, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 51, 54, 57, 61, 67, 73, 77, 85, 86, 88, 89, 91, 93, 94, 96, 100, 104, 109, 110, 111, 112, 113, 115, 116, 117, 118, 120, 121, 122, 125, 127]",Real Bed,5,FALSE,2,69,10,10,10,1,529,1,Entire home/apt,100,https://www.airbnb.com/rooms/18382818?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 33, 4, 5, 21, 8, 40, 41, 44, 45, 46, 31]",Real Bed,4,FALSE,4,73,10,10,10,1,23.5,1,Entire home/apt,100,https://www.airbnb.com/rooms/19144626?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 33, 5, 39, 8, 40, 41, 12, 44, 45, 46, 47, 21, 25, 30, 31]",Real Bed,3,FALSE,2,55,10,10,10,0.833000004,7308,4,Private room,95,https://www.airbnb.com/rooms/16519770?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 3, 4, 5, 8, 77, 16, 21, 85, 86, 88, 89, 91, 93, 30, 94, 31, 95, 96, 33, 35, 36, 100, 39, 40, 41, 44, 45, 46, 47, 51, 54, 57]",Real Bed,5,TRUE,7,165,10,10,10,1,1,9,Entire home/apt,98,https://www.airbnb.com/rooms/17483182?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
,"[1, 33, 34, 35, 4, 5, 39, 8, 40, 41, 44, 46, 47, 49, 50, 30]",Real Bed,3,TRUE,3,137,,,,1,0,0,Entire home/apt,,https://www.airbnb.com/rooms/14935201?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
,"[1, 33, 4, 5, 39, 8, 40, 41, 42, 45, 46, 47, 51, 54, 30, 31]",Real Bed,5,TRUE,2,55,,,,1,867,0,Shared room,,https://www.airbnb.com/rooms/19167024?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 33, 2, 34, 3, 35, 4, 36, 5, 39, 8, 40, 41, 43, 44, 45, 46, 47, 51, 21, 54, 25, 28, 31]",Real Bed,5,FALSE,2,115,10,10,10,1,209,55,Entire home/apt,97,https://www.airbnb.com/rooms/10866556?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 33, 34, 3, 35, 4, 36, 5, 37, 39, 8, 40, 41, 43, 44, 45, 46, 47, 21, 25, 28, 30, 31]",Real Bed,5,TRUE,6,137,10,9,10,0.906000018,41.5,81,Entire home/apt,97,https://www.airbnb.com/rooms/8918514?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 33, 34, 3, 35, 4, 36, 5, 39, 8, 40, 41, 43, 44, 45, 14, 46, 47, 51, 21, 54, 25, 30, 31]",Real Bed,5,FALSE,2,190,9,10,10,1,209,121,Entire home/apt,98,https://www.airbnb.com/rooms/4442206?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 33, 35, 4, 36, 5, 39, 40, 41, 43, 44, 45, 46, 47, 51, 21, 53, 31]",Real Bed,5,TRUE,6,90,10,10,10,1,1,19,Entire home/apt,94,https://www.airbnb.com/rooms/14701228?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
6,"[33, 35, 4, 36, 5, 37, 38, 39, 8, 40, 41, 44, 45, 47, 21, 28, 30]",Real Bed,5,TRUE,3,119,6,7,8,0.981000006,173,2,Entire home/apt,80,https://www.airbnb.com/rooms/16883911?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
9,"[32, 1, 33, 34, 3, 35, 4, 36, 5, 37, 6, 38, 39, 8, 40, 41, 11, 21, 30, 31]",Real Bed,5,FALSE,8,87,9,9,9,1,214,51,Entire home/apt,92,https://www.airbnb.com/rooms/4345050?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
8,"[3, 35, 4, 5, 39, 30]",Futon,5,FALSE,1,32,9,9,9,1,10220.5,30,Private room,81,https://www.airbnb.com/rooms/2535384?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
9,"[33, 34, 35, 4, 5, 39, 8, 40, 44, 45, 46, 47, 49, 50, 21, 30]",Real Bed,5,FALSE,1,37,10,9,10,1,1.5,3,Private room,93,https://www.airbnb.com/rooms/16125363?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[33, 3, 35, 4, 36, 5, 39, 8, 40, 41, 43, 44, 45, 46, 47, 57, 30, 31]",Real Bed,5,TRUE,10,105,10,9,10,1,1,73,Entire home/apt,93,https://www.airbnb.com/rooms/9121677?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 33, 35, 4, 5, 39, 8, 40, 41, 11, 44, 45, 46, 47, 21, 30, 31]",Real Bed,4,TRUE,3,90,10,9,10,1,1,21,Entire home/apt,91,https://www.airbnb.com/rooms/16373809?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
9,"[1, 33, 34, 35, 4, 36, 5, 39, 8, 40, 41, 44, 45, 46, 47, 49, 50, 21, 30]",Real Bed,5,TRUE,2,46,10,9,10,1,1.5,12,Private room,97,https://www.airbnb.com/rooms/5243009?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
8,"[1, 33, 34, 3, 35, 4, 5, 6, 39, 8, 40, 41, 21, 25, 28, 30, 31]",Real Bed,5,FALSE,3,80,9,8,9,1,79.5,52,Entire home/apt,85,https://www.airbnb.com/rooms/1852726?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 33, 2, 34, 3, 35, 4, 36, 5, 39, 8, 40, 41, 73, 44, 45, 46, 47, 51, 21, 54, 28, 30, 31]",Real Bed,5,FALSE,2,165,10,10,10,1,1,4,Entire home/apt,100,https://www.airbnb.com/rooms/18684563?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
,"[33, 34, 35, 4, 5, 39, 8, 40, 44, 45, 46, 47, 49, 50, 51, 21, 54]",Real Bed,5,FALSE,1,37,,,,1,1.5,0,Private room,,https://www.airbnb.com/rooms/18003946?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
8,"[1, 33, 35, 4, 5, 37, 6, 39, 8, 40, 41, 44, 45, 14, 46, 47, 21, 25, 28, 30, 31]",Real Bed,5,FALSE,4,70,9,9,9,1,2778,30,Entire home/apt,83,https://www.airbnb.com/rooms/4266009?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
9,"[33, 3, 4, 5, 8, 30]",Futon,5,FALSE,1,35,9,9,9,1,10220.5,11,Private room,85,https://www.airbnb.com/rooms/4090160?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
7,"[33, 34, 4, 5, 8, 40, 41, 43, 44, 45, 21, 25, 28, 30, 31]",Real Bed,5,FALSE,4,147,10,8,10,1,3134,7,Entire home/apt,80,https://www.airbnb.com/rooms/11000036?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
,"[33, 34, 3, 35, 4, 5, 39, 40, 41, 44, 47, 21, 25]",Real Bed,3,TRUE,2,82,,,,1,2896,0,Entire home/apt,,https://www.airbnb.com/rooms/18312395?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
9,"[32, 1, 33, 34, 3, 35, 4, 36, 5, 38, 8, 40, 41, 75, 44, 45, 46, 47, 16, 21, 25, 28, 30, 31]",Real Bed,5,FALSE,8,137,9,9,9,1,425.5,61,Entire home/apt,94,https://www.airbnb.com/rooms/9752880?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
,"[1, 33, 34, 35, 4, 36, 5, 39, 8, 40, 41, 44, 45, 46, 47, 49, 50, 51, 21, 54, 30]",Real Bed,5,TRUE,1,160,,,,1,209,0,Entire home/apt,,https://www.airbnb.com/rooms/19130581?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
,"[1, 33, 49, 50, 5, 21, 8, 40, 41, 44, 30]",Real Bed,3,FALSE,2,185,,,,,,0,Entire home/apt,,https://www.airbnb.com/rooms/15603675?location=Azabujuban%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
,"[33, 34, 35, 4, 5, 39, 8, 40, 44, 45, 46, 47, 49, 50, 51, 21, 54]",Real Bed,5,FALSE,1,37,,,,1,12615,0,Private room,,https://www.airbnb.com/rooms/18003946?location=Azabujuban%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[3, 35, 4, 36, 5, 6, 39, 8, 40, 41, 43, 44, 45, 46, 47, 51, 21, 54, 25, 30, 31]",Real Bed,5,FALSE,7,32,10,10,10,1,2000,3,Entire home/apt,100,https://www.airbnb.com/rooms/14239783?location=Azabujuban%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
2,"[33, 34, 35, 5, 37, 8, 40, 41, 42, 44, 46, 47, 21, 30]",Real Bed,3,FALSE,2,69,2,2,2,0.100000001,86400,6,Entire home/apt,20,https://www.airbnb.com/rooms/17739386?location=Azabujuban%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
,"[32, 33, 34, 3, 4, 5, 21, 8, 40, 41, 28, 30]",Real Bed,3,FALSE,1,93,,,,,,0,Private room,,https://www.airbnb.com/rooms/8016143?location=Azabujuban%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 33, 34, 35, 4, 36, 5, 37, 38, 39, 8, 40, 41, 43, 44, 45, 46, 47, 21, 28, 30, 31]",Real Bed,5,TRUE,4,74,10,10,10,1,2,81,Entire home/apt,93,https://www.airbnb.com/rooms/9976645?location=Azabujuban%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 33, 34, 3, 35, 4, 36, 5, 8, 40, 41, 43, 44, 45, 46, 47, 49, 50, 21, 30]",Real Bed,4,TRUE,4,90,10,9,10,1,1652.5,23,Entire home/apt,94,https://www.airbnb.com/rooms/13150160?location=Azabujuban%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 33, 35, 4, 36, 5, 37, 38, 39, 8, 40, 41, 43, 44, 45, 46, 47, 21, 30, 31]",Real Bed,5,TRUE,4,74,10,10,10,1,2,87,Entire home/apt,93,https://www.airbnb.com/rooms/8229419?location=Azabujuban%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
9,"[1, 33, 34, 3, 35, 4, 36, 5, 8, 40, 41, 43, 44, 45, 46, 47, 49, 50, 21, 30]",Real Bed,4,FALSE,4,135,10,9,10,1,1652.5,3,Entire home/apt,100,https://www.airbnb.com/rooms/13161005?location=Azabujuban%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
8,"[1, 33, 35, 4, 5, 37, 6, 39, 8, 40, 41, 44, 45, 14, 46, 47, 21, 25, 28, 30, 31]",Real Bed,5,FALSE,4,79,9,9,9,1,2778,30,Entire home/apt,83,https://www.airbnb.com/rooms/4266009?location=Azabujuban%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 33, 34, 3, 35, 4, 36, 5, 8, 40, 41, 21, 30, 31]",Real Bed,4,TRUE,2,68,10,9,9,1,1652.5,19,Entire home/apt,93,https://www.airbnb.com/rooms/13108524?location=Azabujuban%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[33, 4, 5, 8, 40, 41, 44, 45, 30, 46, 47]",Real Bed,5,TRUE,3,99,10,10,10,1,1,31,Entire home/apt,95,https://www.airbnb.com/rooms/16044195?location=Azabujuban%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
,"[33, 35, 4, 36, 5, 8, 40, 41, 42, 44, 45, 47, 49, 50, 21, 30]",Real Bed,5,FALSE,2,111,,,,,,0,Entire home/apt,,https://www.airbnb.com/rooms/19229964?location=Azabujuban%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
9,"[32, 1, 33, 35, 4, 5, 37, 6, 39, 40, 41, 44, 45, 14, 46, 21, 25, 30, 31]",Real Bed,5,FALSE,6,110,10,8,10,1,2778,17,Entire home/apt,86,https://www.airbnb.com/rooms/10061406?location=Azabujuban%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
,"[4, 5, 40]",Real Bed,3,FALSE,2,10,,,,,,0,Entire home/apt,,https://www.airbnb.com/rooms/11211195?location=Azabujuban%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 33, 34, 35, 4, 36, 5, 8, 40, 41, 43, 44, 45, 46, 47, 51, 21, 54, 25, 28, 61, 30, 31]",Real Bed,5,FALSE,4,69,10,9,10,1,1339,51,Entire home/apt,97,https://www.airbnb.com/rooms/11463478?location=Azabujuban%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
9,"[3, 35, 4, 5, 8, 40, 41, 11, 43, 44, 45, 21, 25, 28, 30, 31]",Real Bed,5,TRUE,4,65,10,10,10,1,1,23,Entire home/apt,95,https://www.airbnb.com/rooms/11580087?location=Azabujuban%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 4, 5, 8, 21, 85, 88, 89, 91, 28, 93, 94, 31, 96, 33, 35, 36, 37, 40, 104, 41, 43, 44, 45, 46, 47, 50, 51, 54, 61]",Real Bed,4,TRUE,2,100,10,10,10,1,1,51,Entire home/apt,98,https://www.airbnb.com/rooms/12834758?location=Azabujuban%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 3, 4, 5, 6, 8, 15, 21, 25, 27, 28, 30, 31, 33, 34, 35, 36, 39, 40, 41, 43, 44, 45, 46, 47, 56, 57]",Real Bed,5,TRUE,5,88,10,9,9,0.899999976,1,70,Entire home/apt,93,https://www.airbnb.com/rooms/9718711?location=Azabujuban%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 4, 5, 8, 16, 21, 25, 27, 28, 30, 31, 33, 35, 36, 37, 38, 39, 40, 41, 43, 44, 45, 46, 47, 51, 54]",Real Bed,5,TRUE,2,40,10,9,10,1,1409,24,Entire home/apt,90,https://www.airbnb.com/rooms/14322128?location=Azabujuban%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 33, 4, 5, 8, 40, 41, 45, 46, 47, 49, 50, 57, 30]",Real Bed,3,TRUE,1,48,10,10,10,0.958000004,1,8,Entire home/apt,100,https://www.airbnb.com/rooms/17561328?location=Azabujuban%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[33, 3, 35, 4, 36, 5, 39, 8, 40, 41, 43, 44, 45, 46, 47, 21, 25, 28, 30, 31]",Real Bed,5,TRUE,4,88,10,10,10,1,106.5,29,Entire home/apt,94,https://www.airbnb.com/rooms/10954290?location=Azabujuban%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 3, 35, 4, 5, 8, 40, 41, 43, 44, 45, 46, 47, 51, 21, 53, 25, 28, 30]",Real Bed,4,FALSE,2,65,9,9,10,1,0,20,Entire home/apt,93,https://www.airbnb.com/rooms/11559007?location=Azabujuban%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 33, 34, 3, 35, 4, 36, 5, 37, 38, 39, 8, 40, 41, 43, 44, 45, 46, 47, 21, 25, 28, 30, 31]",Real Bed,5,TRUE,4,74,10,10,10,1,2,47,Entire home/apt,96,https://www.airbnb.com/rooms/13869542?location=Azabujuban%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 33, 34, 35, 4, 5, 8, 40, 41, 43, 44, 45, 46, 21, 25, 30, 31]",Real Bed,5,TRUE,5,130,10,10,10,1,0.5,80,Entire home/apt,96,https://www.airbnb.com/rooms/7227038?location=Azabujuban%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 33, 34, 35, 4, 36, 5, 37, 39, 8, 40, 41, 43, 44, 45, 46, 47, 21, 30, 31]",Real Bed,5,FALSE,5,73,10,10,10,1,433,74,Entire home/apt,99,https://www.airbnb.com/rooms/9842047?location=Azabujuban%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
9,"[33, 34, 3, 35, 4, 36, 5, 38, 39, 8, 40, 41, 43, 44, 45, 46, 47, 51, 21, 54, 30, 31]",Real Bed,5,TRUE,2,40,10,9,10,1,631,13,Entire home/apt,92,https://www.airbnb.com/rooms/12615258?location=Azabujuban%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[33, 3, 35, 4, 5, 8, 40, 41, 43, 44, 45, 47, 21, 28, 30, 31]",Real Bed,5,TRUE,5,34,10,9,10,1,7469.5,22,Entire home/apt,96,https://www.airbnb.com/rooms/15558135?location=Azabujuban%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 33, 3, 35, 4, 36, 5, 37, 39, 8, 40, 41, 43, 44, 45, 46, 47, 51, 21, 54, 25, 30, 31]",Real Bed,5,TRUE,5,85,10,10,10,1,0.5,22,Entire home/apt,97,https://www.airbnb.com/rooms/16581554?location=Azabujuban%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[33, 4, 5, 8, 40, 41, 43, 44, 45, 30, 46]",Real Bed,5,TRUE,3,79,10,10,10,1,1,16,Entire home/apt,93,https://www.airbnb.com/rooms/16043161?location=Azabujuban%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[96, 1, 35, 4, 5, 8, 40, 104, 41, 43, 44, 45, 77, 51, 21, 85, 54, 87, 91, 30]",Real Bed,5,TRUE,2,102,10,10,10,1,0.5,5,Entire home/apt,100,https://www.airbnb.com/rooms/18160029?location=Azabujuban%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
9,"[33, 34, 35, 4, 36, 5, 39, 8, 40, 41, 42, 44, 45, 47, 49, 50, 30]",Real Bed,5,FALSE,2,38,10,9,10,1,1,3,Private room,87,https://www.airbnb.com/rooms/18739104?location=Azabujuban%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[33, 34, 5, 8, 40, 41, 44, 45, 47, 49, 50, 21, 25]",Real Bed,3,TRUE,4,93,10,10,10,1,212,2,Entire home/apt,100,https://www.airbnb.com/rooms/19109981?location=Azabujuban%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 33, 34, 3, 35, 4, 36, 5, 8, 40, 41, 43, 44, 45, 46, 47, 21, 28, 30, 31]",Real Bed,4,TRUE,3,68,10,9,10,1,1652.5,38,Entire home/apt,96,https://www.airbnb.com/rooms/9533527?location=Azabujuban%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
9,"[1, 3, 4, 5, 8, 21, 25, 28, 30, 31, 33, 34, 35, 36, 39, 40, 41, 43, 44, 45, 46, 47, 51, 54, 57]",Real Bed,5,TRUE,3,98,10,9,10,1,1,11,Entire home/apt,94,https://www.airbnb.com/rooms/13559870?location=Azabujuban%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
9,"[3, 51, 4, 5, 54, 8, 40, 41, 45, 30, 31]",Real Bed,5,FALSE,4,70,10,10,10,1,988.5,22,Entire home/apt,90,https://www.airbnb.com/rooms/15012356?location=Azabujuban%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
9,"[1, 49, 50, 4, 5, 8, 41, 44, 45, 30, 31]",Real Bed,5,TRUE,3,93,10,9,10,1,66,10,Entire home/apt,86,https://www.airbnb.com/rooms/17078987?location=Azabujuban%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[33, 3, 35, 4, 36, 5, 8, 40, 41, 43, 44, 45, 46, 47, 51, 21, 54, 25, 28, 30, 31]",Real Bed,5,TRUE,6,46,10,9,10,1,2000,30,Entire home/apt,97,https://www.airbnb.com/rooms/12905687?location=Azabujuban%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
