accuracy,amenities,bed_type,cancel_policy,instant_book,person_capacity,price,rating_checkin,rating_cleanliness,rating_communication,response_rate,response_time,rev_count,room_type,satisfaction_guest,url
9,"[1, 33, 34, 3, 35, 4, 36, 5, 8, 40, 41, 43, 44, 45, 46, 47, 21, 25, 30, 31]",Real Bed,5,FALSE,3,88,10,9,10,1,1,27,Entire home/apt,95,https://www.airbnb.com/rooms/2010588?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 2, 3, 4, 5, 6, 8, 21, 25, 28, 30, 31, 33, 34, 35, 36, 37, 38, 39, 40, 41, 43, 44, 45, 46, 47]",Real Bed,5,FALSE,6,85,10,10,10,1,1,132,Entire home/apt,96,https://www.airbnb.com/rooms/6135635?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
9,"[1, 3, 4, 5, 8, 77, 16, 21, 85, 86, 88, 30, 31, 33, 34, 35, 36, 39, 40, 41, 44, 45, 46, 47, 57]",Real Bed,4,TRUE,8,99,10,9,10,1,1,6,Entire home/apt,97,https://www.airbnb.com/rooms/17967694?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
9,"[33, 34, 3, 35, 4, 5, 8, 40, 41, 43, 44, 45, 46, 21, 28, 30, 31]",Real Bed,5,FALSE,3,50,10,9,10,1,1,46,Entire home/apt,90,https://www.airbnb.com/rooms/10812491?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[33, 3, 35, 4, 36, 5, 38, 39, 8, 40, 41, 43, 44, 45, 46, 47, 21, 25, 27, 28, 30, 31]",Real Bed,5,TRUE,3,117,10,10,10,1,1,58,Entire home/apt,98,https://www.airbnb.com/rooms/12369793?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
9,"[33, 34, 3, 4, 5, 8, 40, 41, 42, 43, 44, 45, 14, 47, 51, 21, 54, 57, 30]",Real Bed,5,TRUE,3,62,10,10,10,1,1,18,Entire home/apt,91,https://www.airbnb.com/rooms/15875417?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
9,"[4, 5, 8, 77, 21, 85, 88, 89, 90, 91, 28, 93, 30, 94, 95, 96, 33, 34, 98, 35, 36, 37, 38, 39, 40, 41, 43, 44, 45, 46, 47, 49, 50, 51, 54]",Real Bed,4,TRUE,2,70,10,9,9,0.977999985,1,81,Entire home/apt,92,https://www.airbnb.com/rooms/4354846?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
8,"[1, 33, 3, 35, 4, 36, 5, 8, 40, 41, 43, 44, 45, 46, 47, 21, 25, 28, 30, 31]",Real Bed,5,TRUE,5,73,9,9,10,1,1,106,Entire home/apt,87,https://www.airbnb.com/rooms/1562818?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[33, 34, 35, 4, 5, 38, 8, 40, 41, 44, 45, 46, 47, 49, 50, 21, 25, 28, 30]",Pull-out Sofa,5,FALSE,2,95,10,10,10,1,100.5,54,Entire home/apt,98,https://www.airbnb.com/rooms/4576443?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
9,"[4, 5, 21, 41, 45, 30, 46]",Real Bed,5,TRUE,3,48,10,9,10,1,1,22,Entire home/apt,90,https://www.airbnb.com/rooms/10782325?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
9,"[1, 33, 3, 35, 4, 36, 5, 8, 40, 41, 43, 44, 45, 46, 47, 21, 25, 28, 30, 31]",Real Bed,5,TRUE,5,78,9,9,9,1,1,98,Entire home/apt,89,https://www.airbnb.com/rooms/1562784?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
9,"[1, 33, 3, 35, 4, 36, 5, 8, 40, 41, 43, 44, 45, 46, 47, 21, 25, 28, 30, 31]",Real Bed,5,TRUE,5,73,10,9,10,1,1,75,Entire home/apt,90,https://www.airbnb.com/rooms/1562362?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 2, 4, 5, 6, 8, 14, 21, 25, 27, 28, 30, 31, 33, 34, 35, 36, 37, 39, 40, 41, 44, 45, 46, 47, 51, 52, 57, 61]",Real Bed,3,TRUE,2,78,10,10,10,1,1,5,Entire home/apt,100,https://www.airbnb.com/rooms/18130296?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 33, 3, 35, 4, 36, 5, 8, 40, 41, 43, 44, 45, 46, 47, 51, 21, 54, 28, 30, 31]",Real Bed,4,TRUE,8,116,10,10,10,1,1,79,Entire home/apt,99,https://www.airbnb.com/rooms/11284761?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
9,"[33, 34, 3, 4, 5, 6, 40, 41, 43, 44, 45, 47, 51, 21, 54, 57, 30, 31]",Real Bed,5,TRUE,3,60,9,9,10,1,1,58,Entire home/apt,89,https://www.airbnb.com/rooms/5303084?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 33, 34, 35, 4, 36, 5, 39, 8, 40, 41, 44, 45, 46, 47, 16, 51, 21, 54, 30, 31]",Real Bed,5,TRUE,5,51,10,10,10,1,1,11,Entire home/apt,100,https://www.airbnb.com/rooms/18152810?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 3, 35, 4, 36, 5, 40, 41, 43, 44, 45, 46, 47, 50, 21, 25, 30, 31]",Real Bed,4,TRUE,2,69,10,10,10,1,2,5,Entire home/apt,96,https://www.airbnb.com/rooms/14900699?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 33, 34, 3, 35, 4, 36, 5, 37, 38, 39, 8, 40, 41, 43, 44, 45, 21, 25, 30, 31]",Real Bed,4,TRUE,3,64,10,9,9,1,0.5,46,Entire home/apt,90,https://www.airbnb.com/rooms/7285130?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[33, 66, 3, 4, 5, 70, 39, 8, 40, 41, 73, 43, 44, 45, 14, 46, 47, 51, 21, 54, 28, 61, 30, 31]",Real Bed,4,FALSE,3,101,10,10,10,1,629,20,Entire home/apt,96,https://www.airbnb.com/rooms/10460433?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[32, 35, 4, 36, 5, 39, 8, 40, 41, 42, 43, 44, 45, 46, 47, 51, 54, 57, 30, 31]",Real Bed,3,TRUE,4,41,10,9,10,1,1,23,Entire home/apt,90,https://www.airbnb.com/rooms/16551660?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
9,"[33, 34, 3, 35, 4, 36, 5, 37, 8, 40, 41, 43, 44, 45, 46, 47, 25, 27, 30, 31]",Real Bed,5,FALSE,4,70,9,8,9,1,111,22,Entire home/apt,85,https://www.airbnb.com/rooms/7182820?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
9,"[33, 35, 4, 36, 5, 8, 40, 41, 43, 44, 45, 46, 47, 51, 21, 54, 30, 31]",Real Bed,5,TRUE,6,137,9,9,10,1,2683,58,Entire home/apt,92,https://www.airbnb.com/rooms/14995535?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
9,"[1, 3, 35, 4, 36, 5, 37, 39, 8, 40, 41, 44, 45, 21, 25, 30, 31]",Real Bed,4,TRUE,3,52,9,8,9,1,1,57,Entire home/apt,82,https://www.airbnb.com/rooms/8392294?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 33, 2, 34, 3, 35, 4, 36, 5, 37, 38, 39, 8, 40, 41, 43, 44, 45, 47, 21, 25, 28, 30, 31]",Real Bed,5,TRUE,4,46,10,10,10,1,371,21,Entire home/apt,96,https://www.airbnb.com/rooms/9633307?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[32, 1, 33, 34, 3, 35, 4, 36, 5, 37, 39, 8, 40, 41, 43, 44, 45, 46, 47, 21, 28, 30, 31]",Real Bed,5,FALSE,4,119,10,10,9,0.953000009,12427,57,Entire home/apt,95,https://www.airbnb.com/rooms/11723321?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
9,"[3, 4, 5, 6, 40, 41, 43, 45, 47, 51, 21, 54, 57, 30, 31]",Real Bed,5,TRUE,4,63,9,9,10,1,1,66,Entire home/apt,86,https://www.airbnb.com/rooms/4893251?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
9,"[33, 34, 35, 36, 5, 37, 6, 38, 39, 8, 40, 41, 43, 44, 45, 77, 14, 46, 47, 21, 28, 30, 31]",Real Bed,5,FALSE,3,82,10,10,10,1,0,33,Entire home/apt,92,https://www.airbnb.com/rooms/5559990?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 33, 35, 4, 5, 37, 38, 39, 8, 40, 41, 43, 44, 45, 46, 47, 21, 25, 31]",Real Bed,5,TRUE,4,73,10,10,10,1,107.5,34,Entire home/apt,97,https://www.airbnb.com/rooms/15606715?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 4, 5, 8, 77, 21, 85, 86, 88, 89, 90, 91, 28, 93, 30, 94, 95, 96, 33, 34, 98, 35, 36, 100, 37, 38, 39, 40, 104, 41, 43, 44, 45, 46, 47, 49, 50, 51, 54]",Real Bed,4,TRUE,2,85,10,10,9,0.977999985,1,69,Entire home/apt,97,https://www.airbnb.com/rooms/9066090?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
9,"[4, 5, 21, 8, 40, 41, 42, 44, 45, 30, 31, 47]",Real Bed,5,FALSE,3,110,9,9,9,0.978999972,29,39,Entire home/apt,94,https://www.airbnb.com/rooms/13399172?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
9,"[32, 1, 33, 35, 4, 5, 39, 8, 40, 41, 44, 45, 46, 21, 31]",Real Bed,5,TRUE,7,82,10,10,10,1,367,5,Entire home/apt,92,https://www.airbnb.com/rooms/19043984?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 4, 5, 8, 12, 16, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 51, 54]",Real Bed,5,TRUE,4,130,10,10,10,1,1,32,Entire home/apt,96,https://www.airbnb.com/rooms/15212249?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
9,"[1, 33, 35, 4, 36, 5, 8, 40, 41, 43, 44, 45, 46, 47, 21, 25, 28, 30, 31]",Real Bed,5,TRUE,6,87,10,9,10,1,1,77,Entire home/apt,91,https://www.airbnb.com/rooms/2820095?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
8,"[33, 34, 35, 4, 5, 39, 8, 40, 44, 45, 46, 47, 49, 50, 21, 30]",Real Bed,5,TRUE,1,37,9,9,9,1,1.5,20,Private room,86,https://www.airbnb.com/rooms/6276513?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
9,"[1, 33, 34, 35, 4, 5, 8, 40, 41, 49, 50, 21, 25, 28, 30]",Real Bed,4,FALSE,2,75,9,9,10,1,7206,33,Entire home/apt,94,https://www.airbnb.com/rooms/8561696?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 33, 34, 35, 4, 36, 5, 8, 40, 41, 42, 43, 44, 45, 46, 47, 21, 30, 31]",Real Bed,4,TRUE,4,80,10,10,10,1,1,36,Entire home/apt,98,https://www.airbnb.com/rooms/14959853?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 3, 4, 5, 8, 14, 21, 28, 30, 31, 33, 34, 35, 36, 37, 38, 39, 40, 41, 43, 44, 45, 46, 47, 51, 54]",Real Bed,5,FALSE,4,82,10,10,10,1,1,47,Entire home/apt,99,https://www.airbnb.com/rooms/12688406?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
9,"[4, 5, 21, 40, 41, 45, 30, 46]",Real Bed,5,TRUE,3,44,10,9,10,1,1,44,Entire home/apt,93,https://www.airbnb.com/rooms/7290463?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
9,"[1, 33, 34, 3, 35, 4, 36, 5, 8, 40, 41, 43, 44, 45, 46, 47, 51, 54, 25, 28, 30, 31]",Real Bed,5,TRUE,9,124,10,9,10,1,1,82,Entire home/apt,90,https://www.airbnb.com/rooms/9689261?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
8,"[1, 35, 4, 5, 8, 40, 41, 44, 45, 47, 50, 58, 30, 31]",Real Bed,5,TRUE,4,60,8,8,8,1,13000,2,Entire home/apt,80,https://www.airbnb.com/rooms/18279638?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
9,"[3, 4, 5, 8, 40, 41, 43, 44, 45, 46, 47, 51, 21, 54, 57, 30, 31]",Real Bed,5,TRUE,3,80,9,9,9,1,1,13,Entire home/apt,88,https://www.airbnb.com/rooms/15185059?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 3, 4, 5, 8, 73, 21, 89, 91, 93, 30, 94, 31, 33, 35, 36, 39, 40, 104, 41, 43, 44, 45, 46, 47, 51, 54]",Real Bed,4,TRUE,4,61,10,10,10,1,1,42,Entire home/apt,96,https://www.airbnb.com/rooms/10657365?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 33, 35, 4, 36, 5, 37, 38, 39, 8, 40, 41, 43, 44, 45, 46, 47, 21, 30, 31]",Real Bed,5,TRUE,4,73,10,10,10,1,107.5,88,Entire home/apt,93,https://www.airbnb.com/rooms/8229419?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
9,"[1, 33, 5, 21, 8, 40, 41, 28, 14, 30]",Real Bed,5,TRUE,3,58,9,9,9,1,169.5,28,Entire home/apt,86,https://www.airbnb.com/rooms/9141359?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[33, 34, 3, 35, 4, 5, 39, 8, 40, 41, 44, 45, 47, 49, 50, 21, 28, 30]",Real Bed,4,TRUE,3,82,10,10,10,1,207.5,63,Entire home/apt,100,https://www.airbnb.com/rooms/12505546?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 33, 34, 35, 4, 5, 39, 40, 41, 42, 44, 45, 46, 47, 49, 50, 21, 30]",Real Bed,5,TRUE,4,55,10,10,10,0.996999979,1,1,Private room,80,https://www.airbnb.com/rooms/18878310?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[33, 4, 5, 8, 40, 41, 43, 44, 45, 46, 47, 57, 30, 31]",Real Bed,5,FALSE,4,92,10,10,10,1,1,28,Entire home/apt,92,https://www.airbnb.com/rooms/16482615?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 33, 34, 35, 4, 36, 5, 37, 38, 39, 8, 40, 41, 43, 44, 45, 46, 47, 21, 28, 30, 31]",Real Bed,5,TRUE,4,73,10,10,10,1,107.5,81,Entire home/apt,93,https://www.airbnb.com/rooms/9976645?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 33, 3, 4, 5, 8, 40, 41, 44, 45, 46, 47, 51, 21, 54, 25, 57, 28, 30, 31]",Real Bed,5,TRUE,8,99,9,10,10,1,1,11,Entire home/apt,96,https://www.airbnb.com/rooms/17248914?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 33, 34, 4, 5, 8, 40, 41, 21, 25, 28, 30, 31]",Real Bed,5,TRUE,3,92,10,9,10,1,3134,27,Entire home/apt,92,https://www.airbnb.com/rooms/9671888?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
9,"[35, 4, 36, 5, 37, 6, 38, 39, 8, 40, 41, 44, 45, 46, 47, 51, 21, 54, 57, 30, 31]",Real Bed,3,TRUE,2,92,10,9,10,1,1,9,Entire home/apt,93,https://www.airbnb.com/rooms/17836908?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 33, 2, 3, 35, 4, 36, 5, 39, 8, 40, 41, 43, 44, 45, 46, 21, 28, 30, 31]",Real Bed,5,TRUE,3,60,10,9,10,1,2266.5,66,Entire home/apt,94,https://www.airbnb.com/rooms/4569092?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
9,"[33, 49, 50, 35, 4, 5, 21, 8, 41, 42]",Real Bed,4,TRUE,1,37,10,9,10,1,36,6,Private room,87,https://www.airbnb.com/rooms/17453660?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 33, 35, 4, 36, 5, 8, 40, 41, 44, 45, 46, 30, 31]",Real Bed,4,TRUE,3,37,10,9,10,1,25,11,Entire home/apt,95,https://www.airbnb.com/rooms/17285425?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
9,"[4, 5, 8, 77, 21, 85, 87, 88, 25, 89, 91, 93, 30, 94, 98, 35, 36, 100, 103, 40, 104, 41, 44, 45, 47, 61]",Real Bed,5,TRUE,4,71,9,8,10,1,336.5,24,Entire home/apt,84,https://www.airbnb.com/rooms/13848095?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[4, 5, 8, 89, 91, 93, 30, 94, 31, 96, 33, 35, 100, 103, 40, 104, 41, 42, 44, 45, 46, 47, 51, 54, 57, 61, 126]",Real Bed,5,TRUE,3,73,10,10,10,1,1,1,Entire home/apt,100,https://www.airbnb.com/rooms/19337617?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[35, 4, 36, 5, 37, 38, 39, 8, 40, 41, 42, 44, 45, 47, 21, 57, 30, 31]",Real Bed,5,TRUE,4,17,10,10,10,1,913,1,Entire home/apt,100,https://www.airbnb.com/rooms/19163707?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
9,"[3, 4, 5, 40, 41, 43, 45, 51, 21, 54, 57, 30, 31]",Real Bed,5,TRUE,3,58,10,9,10,1,1,61,Entire home/apt,87,https://www.airbnb.com/rooms/4894883?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
9,"[1, 33, 35, 4, 36, 5, 8, 40, 41, 43, 44, 45, 46, 30, 31]",Real Bed,4,TRUE,9,73,10,8,10,1,104,24,Entire home/apt,88,https://www.airbnb.com/rooms/16126233?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
,"[33, 34, 35, 4, 5, 37, 8, 40, 41, 47, 21, 30, 31]",Real Bed,3,TRUE,3,100,,,,,,0,Entire home/apt,,https://www.airbnb.com/rooms/12989085?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
,"[1, 33, 34, 35, 4, 36, 5, 38, 39, 8, 41, 42, 44, 45, 46, 47, 21, 30, 31]",Real Bed,3,FALSE,1,217,,,,,,0,Private room,,https://www.airbnb.com/rooms/19250898?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 33, 2, 3, 35, 4, 5, 39, 8, 40, 41, 43, 44, 45, 46, 47, 51, 21, 54, 56, 27, 28, 30, 31]",Real Bed,5,FALSE,5,183,10,10,10,0.713999987,20571,41,Entire home/apt,95,https://www.airbnb.com/rooms/3932529?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 2, 3, 4, 5, 6, 8, 14, 21, 25, 28, 30, 31, 33, 35, 36, 40, 41, 43, 44, 45, 46, 47, 49, 50, 51, 54]",Real Bed,5,FALSE,2,69,10,10,10,0.954999983,2200,13,Entire home/apt,97,https://www.airbnb.com/rooms/17219212?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[35, 4, 36, 5, 8, 40, 41, 43, 44, 45, 46, 21, 25, 30, 31]",Real Bed,5,FALSE,6,94,9,9,10,1,102,42,Entire home/apt,90,https://www.airbnb.com/rooms/15721364?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
9,"[3, 4, 5, 8, 40, 41, 43, 45, 51, 21, 54, 57, 30, 31]",Real Bed,5,TRUE,4,66,10,9,10,1,1,69,Entire home/apt,91,https://www.airbnb.com/rooms/5732604?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 33, 35, 4, 36, 5, 37, 38, 39, 8, 40, 41, 42, 44, 45, 46, 47, 51, 21, 54, 30, 31]",Real Bed,5,TRUE,3,69,10,10,10,1,1,25,Entire home/apt,98,https://www.airbnb.com/rooms/15400425?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
8,"[33, 34, 35, 4, 5, 39, 8, 40, 44, 45, 46, 47, 49, 50, 21, 30]",Real Bed,5,TRUE,1,37,9,9,9,1,1.5,16,Private room,93,https://www.airbnb.com/rooms/5243054?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
9,"[1, 33, 34, 3, 35, 4, 36, 5, 8, 40, 41, 43, 44, 45, 14, 46, 47, 21, 25, 30, 31]",Real Bed,5,TRUE,3,60,9,8,9,1,169.5,45,Entire home/apt,86,https://www.airbnb.com/rooms/5660794?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 33, 35, 4, 5, 39, 8, 40, 41, 42, 44, 45, 21, 30, 31]",Real Bed,3,TRUE,4,60,9,10,9,0.713999987,32990,17,Entire home/apt,93,https://www.airbnb.com/rooms/16004504?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[33, 35, 4, 5, 39, 8, 40, 41, 43, 44, 45, 46, 47, 49, 50, 21, 30]",Real Bed,4,TRUE,2,55,10,10,10,1,1,56,Entire home/apt,96,https://www.airbnb.com/rooms/11960926?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[32, 33, 34, 35, 4, 36, 5, 37, 39, 8, 40, 41, 42, 44, 45, 46, 47, 51, 53, 30, 31]",Real Bed,3,TRUE,2,119,10,10,10,1,1914,3,Entire home/apt,93,https://www.airbnb.com/rooms/16961007?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 33, 34, 4, 5, 37, 38, 39, 8, 40, 9, 41, 44, 45, 46, 47, 25, 30]",Real Bed,5,FALSE,6,137,10,10,10,1,13114,2,Entire home/apt,100,https://www.airbnb.com/rooms/17336522?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 33, 34, 3, 35, 4, 36, 5, 8, 40, 41, 43, 44, 45, 46, 47, 50, 51, 21, 54, 57, 30, 31]",Real Bed,4,TRUE,4,85,10,10,10,1,305.5,50,Entire home/apt,94,https://www.airbnb.com/rooms/5352700?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
9,"[3, 35, 4, 5, 39, 44, 30, 47]",Futon,5,TRUE,1,32,8,9,9,1,10220.5,30,Private room,84,https://www.airbnb.com/rooms/2554604?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
8,"[1, 33, 35, 4, 36, 5, 37, 38, 39, 8, 40, 41, 43, 44, 45, 46, 47, 21, 25, 28, 30]",Real Bed,5,TRUE,6,92,9,8,8,1,1,21,Entire home/apt,78,https://www.airbnb.com/rooms/15875313?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 33, 34, 35, 4, 5, 39, 8, 40, 44, 45, 46, 15, 47, 49, 50, 21, 30]",Real Bed,5,TRUE,1,37,10,10,9,1,1.5,4,Private room,95,https://www.airbnb.com/rooms/9740006?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 33, 3, 35, 4, 36, 5, 39, 8, 40, 41, 43, 44, 45, 46, 47, 50, 51, 54, 25, 57, 28, 30, 31]",Real Bed,4,FALSE,2,110,10,10,10,1,64,22,Entire home/apt,99,https://www.airbnb.com/rooms/15936673?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
7,"[32, 1, 33, 2, 34, 3, 35, 4, 36, 5, 37, 38, 39, 40, 41, 44, 45, 47, 51, 21, 54, 57, 30, 31]",Real Bed,3,TRUE,4,44,8,8,8,1,1,16,Entire home/apt,79,https://www.airbnb.com/rooms/15500989?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 33, 2, 34, 3, 35, 4, 36, 5, 39, 8, 40, 41, 43, 44, 45, 46, 47, 51, 21, 54, 25, 28, 30]",Real Bed,5,FALSE,2,165,10,10,10,1,1,22,Entire home/apt,97,https://www.airbnb.com/rooms/16798369?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[4, 5, 8, 77, 21, 85, 88, 89, 90, 91, 93, 30, 94, 95, 96, 33, 34, 35, 36, 39, 40, 41, 44, 45, 46, 49, 50, 51, 54, 57]",Real Bed,4,TRUE,2,65,9,9,9,0.977999985,1,29,Entire home/apt,92,https://www.airbnb.com/rooms/15369762?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
10,"[1, 33, 34, 3, 35, 4, 36, 5, 39, 8, 40, 41, 43, 44, 45, 46, 47, 51, 21, 54, 25, 30, 31]",Real Bed,5,FALSE,2,150,10,10,10,1,209,101,Entire home/apt,98,https://www.airbnb.com/rooms/4366713?location=Roppongi%2C%20Minato%2C%20Tokyo%2C%20Japan
,,,,,,,,,,,,,,,
